location	n	sample
151105226	8	ERR696683_chr5
151109829	8	ERR696683_chr5
151131196	12	ERR696683_chr5
151185447	6	ERR696683_chr5
151186163	6	ERR696683_chr5
151186209	6	ERR696683_chr5
151476546	7	ERR696683_chr5
151510091	3	ERR696683_chr5
151543844	1	ERR696683_chr5
151563358	1	ERR696683_chr5
151566875	1	ERR696683_chr5
151567405	1	ERR696683_chr5
151568976	2	ERR696683_chr5
151674570	9	ERR696683_chr5
151674666	9	ERR696683_chr5
151849992	5	ERR696683_chr5
151850250	5	ERR696683_chr5
152392256	4	ERR696683_chr5
153992965	6	ERR696683_chr5
154026360	9	ERR696683_chr5
154053173	10	ERR696683_chr5
154053410	10	ERR696683_chr5
154493732	1	ERR696683_chr5
154494000	1	ERR696683_chr5
154494014	1	ERR696683_chr5
154889342	2	ERR696683_chr5
154899328	1	ERR696683_chr5
154911849	1	ERR696683_chr5
154917235	1	ERR696683_chr5
154921380	1	ERR696683_chr5
154927412	2	ERR696683_chr5
154928722	2	ERR696683_chr5
154928747	2	ERR696683_chr5
154932016	2	ERR696683_chr5
155015393	1	ERR696683_chr5
155015598	1	ERR696683_chr5
155491785	1	ERR696683_chr5
155492190	1	ERR696683_chr5
155492650	1	ERR696683_chr5
156458459	5	ERR696683_chr5
156949692	2	ERR696683_chr5
156951641	2	ERR696683_chr5
157037201	6	ERR696683_chr5
157052413	5	ERR696683_chr5
157052498	5	ERR696683_chr5
157162574	3	ERR696683_chr5
157252566	5	ERR696683_chr5
157472282	7	ERR696683_chr5
157472861	8	ERR696683_chr5
157490332	4	ERR696683_chr5
157675151	2	ERR696683_chr5
157675177	2	ERR696683_chr5
157737881	3	ERR696683_chr5
157737954	3	ERR696683_chr5
157987267	2	ERR696683_chr5
158777417	10	ERR696683_chr5
159181872	9	ERR696683_chr5
159917454	5	ERR696683_chr5
159950553	2	ERR696683_chr5
160408166	4	ERR696683_chr5
160408651	5	ERR696683_chr5
160422984	14	ERR696683_chr5
160424204	9	ERR696683_chr5
160670422	5	ERR696683_chr5
160670446	5	ERR696683_chr5
160670489	5	ERR696683_chr5
161230134	1	ERR696683_chr5
161692065	9	ERR696683_chr5
161692119	9	ERR696683_chr5
161701403	3	ERR696683_chr5
161701755	3	ERR696683_chr5
161895883	15	ERR696683_chr5
162152435	25	ERR696683_chr5
163439542	16	ERR696683_chr5
163475510	7	ERR696683_chr5
163513733	33	ERR696683_chr5
163517703	30	ERR696683_chr5
167755050	8	ERR696683_chr5
168195102	8	ERR696683_chr5
168226359	10	ERR696683_chr5
168492618	10	ERR696683_chr5
168492721	10	ERR696683_chr5
168492820	10	ERR696683_chr5
168506055	4	ERR696683_chr5
168516822	2	ERR696683_chr5
168616614	1	ERR696683_chr5
168785946	6	ERR696683_chr5
168823345	6	ERR696683_chr5
169594319	14	ERR696683_chr5
169601477	3	ERR696683_chr5
169604146	2	ERR696683_chr5
169604214	2	ERR696683_chr5
170077739	6	ERR696683_chr5
170108518	2	ERR696683_chr5
170141402	2	ERR696683_chr5
170141636	2	ERR696683_chr5
170252350	8	ERR696683_chr5
170788634	12	ERR696683_chr5
170903669	10	ERR696683_chr5
171183269	11	ERR696683_chr5
171213823	8	ERR696683_chr5
171392883	32	ERR696683_chr5
172200697	3	ERR696683_chr5
172203201	1	ERR696683_chr5
172255492	3	ERR696683_chr5
172296735	1	ERR696683_chr5
172769708	6	ERR696683_chr5
172897894	23	ERR696683_chr5
172968405	6	ERR696683_chr5
172969391	6	ERR696683_chr5
172975908	1	ERR696683_chr5
172976124	1	ERR696683_chr5
173889726	10	ERR696683_chr5
174562032	1	ERR696683_chr5
174926715	3	ERR696683_chr5
175441837	1	ERR696683_chr5
176598937	4	ERR696683_chr5
176968697	10	ERR696683_chr5
177090796	15	ERR696683_chr5
177210470	15	ERR696683_chr5
177211505	15	ERR696683_chr5
177294118	12	ERR696683_chr5
177294150	12	ERR696683_chr5
177294197	12	ERR696683_chr5
177294271	12	ERR696683_chr5
177306115	27	ERR696683_chr5
177512734	36	ERR696683_chr5
177608963	10	ERR696683_chr5
177626333	2	ERR696683_chr5
177631654	3	ERR696683_chr5
177632129	3	ERR696683_chr5
177753235	30	ERR696683_chr5
177971816	3	ERR696683_chr5
177971967	3	ERR696683_chr5
178143758	13	ERR696683_chr5
178147900	17	ERR696683_chr5
178185733	2	ERR696683_chr5
178185743	2	ERR696683_chr5
178186122	2	ERR696683_chr5
178186295	2	ERR696683_chr5
178867058	2	ERR696683_chr5
178883445	5	ERR696683_chr5
178922135	6	ERR696683_chr5
178964901	3	ERR696683_chr5
179128044	3	ERR696683_chr5
179207546	4	ERR696683_chr5
179207618	4	ERR696683_chr5
179562472	8	ERR696683_chr5
179569434	9	ERR696683_chr5
179589663	8	ERR696683_chr5
179616074	44	ERR696683_chr5
179618141	50	ERR696683_chr5
179651939	2	ERR696683_chr5
179694262	46	ERR696683_chr5
179774846	3	ERR696683_chr5
180102124	6	ERR696683_chr5
180302519	1	ERR696683_chr5
180569111	5	ERR696683_chr5
180739461	1	ERR696683_chr5
180849402	7	ERR696683_chr5
180982595	2	ERR696683_chr5
181114186	1	ERR696683_chr5
181155604	2	ERR696683_chr5
163090	2	ERR753368_chr5
163145	2	ERR753368_chr5
163151	2	ERR753368_chr5
173991	3	ERR753368_chr5
205450	2	ERR753368_chr5
230865	11	ERR753368_chr5
230996	11	ERR753368_chr5
233619	12	ERR753368_chr5
235433	12	ERR753368_chr5
256357	13	ERR753368_chr5
421340	7	ERR753368_chr5
432790	5	ERR753368_chr5
464224	9	ERR753368_chr5
466696	12	ERR753368_chr5
474989	25	ERR753368_chr5
476238	24	ERR753368_chr5
481495	15	ERR753368_chr5
482538	15	ERR753368_chr5
485144	12	ERR753368_chr5
619218	1	ERR753368_chr5
644437	2	ERR753368_chr5
711356	2	ERR753368_chr5
766824	8	ERR753368_chr5
795949	3	ERR753368_chr5
904259	4	ERR753368_chr5
1035367	5	ERR753368_chr5
1057500	4	ERR753368_chr5
1081553	4	ERR753368_chr5
1081587	4	ERR753368_chr5
1081652	4	ERR753368_chr5
1094274	2	ERR753368_chr5
1214149	2	ERR753368_chr5
1216660	2	ERR753368_chr5
1225572	4	ERR753368_chr5
1225588	4	ERR753368_chr5
1240642	1	ERR753368_chr5
1242894	1	ERR753368_chr5
1394700	2	ERR753368_chr5
1411297	2	ERR753368_chr5
1416027	2	ERR753368_chr5
1466804	3	ERR753368_chr5
1479563	7	ERR753368_chr5
1494794	8	ERR753368_chr5
1814669	2	ERR753368_chr5
2788005	1	ERR753368_chr5
3600022	4	ERR753368_chr5
3600220	3	ERR753368_chr5
4830577	4	ERR753368_chr5
4929938	1	ERR753368_chr5
4930068	1	ERR753368_chr5
5146087	4	ERR753368_chr5
5146110	4	ERR753368_chr5
5146222	4	ERR753368_chr5
5146282	4	ERR753368_chr5
5187640	3	ERR753368_chr5
5187663	3	ERR753368_chr5
5200168	3	ERR753368_chr5
5460456	1	ERR753368_chr5
5460506	1	ERR753368_chr5
5462035	1	ERR753368_chr5
6020261	1	ERR753368_chr5
6020305	1	ERR753368_chr5
6377180	5	ERR753368_chr5
6378501	5	ERR753368_chr5
6602555	10	ERR753368_chr5
6604092	10	ERR753368_chr5
6604818	10	ERR753368_chr5
6605419	8	ERR753368_chr5
6611644	6	ERR753368_chr5
6611870	6	ERR753368_chr5
6616898	5	ERR753368_chr5
6618073	5	ERR753368_chr5
6633666	8	ERR753368_chr5
6644903	5	ERR753368_chr5
6645050	5	ERR753368_chr5
6742475	5	ERR753368_chr5
6748546	6	ERR753368_chr5
6752900	6	ERR753368_chr5
7306502	3	ERR753368_chr5
7695732	3	ERR753368_chr5
7743674	2	ERR753368_chr5
7835572	2	ERR753368_chr5
7859589	9	ERR753368_chr5
7866854	23	ERR753368_chr5
7867917	23	ERR753368_chr5
7869970	22	ERR753368_chr5
7878311	14	ERR753368_chr5
7891393	10	ERR753368_chr5
8461053	16	ERR753368_chr5
9108221	3	ERR753368_chr5
9108315	3	ERR753368_chr5
9280845	4	ERR753368_chr5
10227436	7	ERR753368_chr5
10236815	7	ERR753368_chr5
10239166	7	ERR753368_chr5
10250318	22	ERR753368_chr5
10250331	21	ERR753368_chr5
10254705	22	ERR753368_chr5
10254909	15	ERR753368_chr5
10261430	14	ERR753368_chr5
10262628	14	ERR753368_chr5
10264850	12	ERR753368_chr5
10282284	5	ERR753368_chr5
10505473	5	ERR753368_chr5
10624775	3	ERR753368_chr5
10664466	1	ERR753368_chr5
10664520	1	ERR753368_chr5
10748119	7	ERR753368_chr5
11082650	8	ERR753368_chr5
11084077	8	ERR753368_chr5
11564883	12	ERR753368_chr5
13701427	3	ERR753368_chr5
13735783	2	ERR753368_chr5
13737335	2	ERR753368_chr5
13754285	2	ERR753368_chr5
13762863	3	ERR753368_chr5
13776378	2	ERR753368_chr5
13811666	3	ERR753368_chr5
13829690	3	ERR753368_chr5
13900236	4	ERR753368_chr5
13931096	11	ERR753368_chr5
14183913	8	ERR753368_chr5
14183970	8	ERR753368_chr5
14290696	10	ERR753368_chr5
14377959	6	ERR753368_chr5
14419918	9	ERR753368_chr5
14472517	7	ERR753368_chr5
14610075	3	ERR753368_chr5
14640700	1	ERR753368_chr5
14741812	4	ERR753368_chr5
16177698	4	ERR753368_chr5
16478091	20	ERR753368_chr5
16480953	20	ERR753368_chr5
16666894	7	ERR753368_chr5
16671482	5	ERR753368_chr5
16673866	5	ERR753368_chr5
16681857	5	ERR753368_chr5
16684000	5	ERR753368_chr5
16704697	8	ERR753368_chr5
16764225	3	ERR753368_chr5
16765984	3	ERR753368_chr5
19721381	8	ERR753368_chr5
21121166	1	ERR753368_chr5
21461677	20	ERR753368_chr5
21497162	9	ERR753368_chr5
21751941	6	ERR753368_chr5
21751947	6	ERR753368_chr5
22078475	6	ERR753368_chr5
23520988	3	ERR753368_chr5
23523239	3	ERR753368_chr5
23976006	4	ERR753368_chr5
24498581	3	ERR753368_chr5
24509534	2	ERR753368_chr5
25911179	1	ERR753368_chr5
25911228	1	ERR753368_chr5
29882177	1	ERR753368_chr5
31302181	3	ERR753368_chr5
31317387	3	ERR753368_chr5
31317422	3	ERR753368_chr5
31317845	22	ERR753368_chr5
31401340	6	ERR753368_chr5
31472010	9	ERR753368_chr5
31483489	6	ERR753368_chr5
31486433	6	ERR753368_chr5
31510999	5	ERR753368_chr5
31538585	9	ERR753368_chr5
32000377	2	ERR753368_chr5
32058009	5	ERR753368_chr5
32074286	4	ERR753368_chr5
32087268	2	ERR753368_chr5
32087696	2	ERR753368_chr5
32101062	6	ERR753368_chr5
32242275	5	ERR753368_chr5
32379104	4	ERR753368_chr5
32403241	2	ERR753368_chr5
32417589	3	ERR753368_chr5
32523178	2	ERR753368_chr5
32523237	2	ERR753368_chr5
33595891	3	ERR753368_chr5
33637491	3	ERR753368_chr5
33951588	4	ERR753368_chr5
33954406	4	ERR753368_chr5
33989413	10	ERR753368_chr5
33998778	7	ERR753368_chr5
34687806	23	ERR753368_chr5
34830683	8	ERR753368_chr5
34840736	11	ERR753368_chr5
34862929	11	ERR753368_chr5
34954483	13	ERR753368_chr5
34998673	4	ERR753368_chr5
34998772	4	ERR753368_chr5
35010033	5	ERR753368_chr5
35026578	5	ERR753368_chr5
35033500	4	ERR753368_chr5
35039381	5	ERR753368_chr5
35695742	8	ERR753368_chr5
35700496	8	ERR753368_chr5
35702204	8	ERR753368_chr5
35708993	9	ERR753368_chr5
35709082	9	ERR753368_chr5
35712799	6	ERR753368_chr5
35712905	6	ERR753368_chr5
35763793	4	ERR753368_chr5
35764485	4	ERR753368_chr5
35764501	4	ERR753368_chr5
35764594	4	ERR753368_chr5
35788453	9	ERR753368_chr5
35789062	9	ERR753368_chr5
35857075	8	ERR753368_chr5
35857133	8	ERR753368_chr5
35857207	8	ERR753368_chr5
35875491	6	ERR753368_chr5
35920967	7	ERR753368_chr5
35962882	7	ERR753368_chr5
36136573	2	ERR753368_chr5
36142487	2	ERR753368_chr5
36142546	2	ERR753368_chr5
36143290	3	ERR753368_chr5
36195346	15	ERR753368_chr5
36207322	10	ERR753368_chr5
36253835	3	ERR753368_chr5
36260874	4	ERR753368_chr5
36268116	4	ERR753368_chr5
36269449	4	ERR753368_chr5
36985201	4	ERR753368_chr5
37173828	8	ERR753368_chr5
37182800	6	ERR753368_chr5
37364341	4	ERR753368_chr5
37687908	4	ERR753368_chr5
38305445	3	ERR753368_chr5
38350541	4	ERR753368_chr5
38931817	3	ERR753368_chr5
38950674	4	ERR753368_chr5
40949895	7	ERR753368_chr5
40955459	7	ERR753368_chr5
40957925	7	ERR753368_chr5
40972009	12	ERR753368_chr5
40998094	7	ERR753368_chr5
40998133	7	ERR753368_chr5
40998712	7	ERR753368_chr5
41000241	7	ERR753368_chr5
41004294	7	ERR753368_chr5
41004304	7	ERR753368_chr5
41005689	6	ERR753368_chr5
41032896	4	ERR753368_chr5
41033010	4	ERR753368_chr5
41034079	4	ERR753368_chr5
41038898	4	ERR753368_chr5
41042182	4	ERR753368_chr5
41045666	5	ERR753368_chr5
41045733	5	ERR753368_chr5
41048431	5	ERR753368_chr5
41049287	5	ERR753368_chr5
41049295	5	ERR753368_chr5
41050897	5	ERR753368_chr5
41054832	5	ERR753368_chr5
41061614	4	ERR753368_chr5
41061769	4	ERR753368_chr5
41070738	2	ERR753368_chr5
41158761	6	ERR753368_chr5
41199857	7	ERR753368_chr5
41382589	2	ERR753368_chr5
42699942	10	ERR753368_chr5
42719137	11	ERR753368_chr5
42801166	13	ERR753368_chr5
43039691	18	ERR753368_chr5
43297042	7	ERR753368_chr5
43505891	5	ERR753368_chr5
43529933	7	ERR753368_chr5
43609170	20	ERR753368_chr5
43609241	20	ERR753368_chr5
44310390	2	ERR753368_chr5
44809060	13	ERR753368_chr5
50402346	5	ERR753368_chr5
50405921	5	ERR753368_chr5
52801055	9	ERR753368_chr5
52922864	4	ERR753368_chr5
52927520	7	ERR753368_chr5
52939972	7	ERR753368_chr5
53042078	6	ERR753368_chr5
53042253	6	ERR753368_chr5
53048780	6	ERR753368_chr5
53051539	6	ERR753368_chr5
53055583	6	ERR753368_chr5
53058273	6	ERR753368_chr5
53070308	7	ERR753368_chr5
53071836	7	ERR753368_chr5
53560674	7	ERR753368_chr5
53646253	6	ERR753368_chr5
53646367	6	ERR753368_chr5
54310465	22	ERR753368_chr5
54456071	2	ERR753368_chr5
54456158	2	ERR753368_chr5
54518564	4	ERR753368_chr5
54519665	4	ERR753368_chr5
54857356	2	ERR753368_chr5
54857975	2	ERR753368_chr5
54858381	2	ERR753368_chr5
54956517	1	ERR753368_chr5
54957727	1	ERR753368_chr5
54957753	1	ERR753368_chr5
55024872	19	ERR753368_chr5
55108129	3	ERR753368_chr5
55108187	3	ERR753368_chr5
55114292	4	ERR753368_chr5
55137565	5	ERR753368_chr5
55143638	5	ERR753368_chr5
55164133	13	ERR753368_chr5
55220693	4	ERR753368_chr5
55397546	2	ERR753368_chr5
55397574	2	ERR753368_chr5
55410498	3	ERR753368_chr5
55425814	5	ERR753368_chr5
55441710	5	ERR753368_chr5
55441963	5	ERR753368_chr5
55664781	15	ERR753368_chr5
55691135	17	ERR753368_chr5
55698001	16	ERR753368_chr5
55786646	9	ERR753368_chr5
55916618	6	ERR753368_chr5
55956103	23	ERR753368_chr5
55968325	22	ERR753368_chr5
56463983	5	ERR753368_chr5
56856589	2	ERR753368_chr5
56865960	2	ERR753368_chr5
56881616	2	ERR753368_chr5
56881916	2	ERR753368_chr5
56882390	2	ERR753368_chr5
56909816	13	ERR753368_chr5
56909835	13	ERR753368_chr5
56911296	12	ERR753368_chr5
56930583	6	ERR753368_chr5
56933461	8	ERR753368_chr5
57230956	6	ERR753368_chr5
57482276	3	ERR753368_chr5
58458177	16	ERR753368_chr5
58458178	16	ERR753368_chr5
58458305	16	ERR753368_chr5
58458981	18	ERR753368_chr5
58494510	7	ERR753368_chr5
58546222	1	ERR753368_chr5
58976243	12	ERR753368_chr5
58976289	12	ERR753368_chr5
58990798	13	ERR753368_chr5
59001980	14	ERR753368_chr5
59002054	14	ERR753368_chr5
59193392	15	ERR753368_chr5
59193558	15	ERR753368_chr5
60603586	4	ERR753368_chr5
60689070	5	ERR753368_chr5
60699993	7	ERR753368_chr5
60787448	7	ERR753368_chr5
60945315	40	ERR753368_chr5
61073256	7	ERR753368_chr5
61687014	45	ERR753368_chr5
62361401	16	ERR753368_chr5
62398552	18	ERR753368_chr5
62402032	20	ERR753368_chr5
62403404	20	ERR753368_chr5
62476708	4	ERR753368_chr5
62580946	11	ERR753368_chr5
64609241	2	ERR753368_chr5
64695646	5	ERR753368_chr5
64977191	14	ERR753368_chr5
65452092	5	ERR753368_chr5
65552585	13	ERR753368_chr5
65552615	13	ERR753368_chr5
65569578	12	ERR753368_chr5
65569831	12	ERR753368_chr5
65586109	12	ERR753368_chr5
65594652	3	ERR753368_chr5
65610790	6	ERR753368_chr5
65613660	7	ERR753368_chr5
65624164	16	ERR753368_chr5
65637678	8	ERR753368_chr5
65777397	6	ERR753368_chr5
66917157	11	ERR753368_chr5
67133501	4	ERR753368_chr5
67142346	6	ERR753368_chr5
67164050	5	ERR753368_chr5
67166666	5	ERR753368_chr5
67184176	2	ERR753368_chr5
68198183	2	ERR753368_chr5
68198318	1	ERR753368_chr5
68273918	12	ERR753368_chr5
69069044	1	ERR753368_chr5
69175420	7	ERR753368_chr5
69235426	16	ERR753368_chr5
69255680	14	ERR753368_chr5
69314058	9	ERR753368_chr5
69392781	15	ERR753368_chr5
69410611	19	ERR753368_chr5
69419483	17	ERR753368_chr5
69509789	11	ERR753368_chr5
71012424	8	ERR753368_chr5
71455991	7	ERR753368_chr5
71502714	3	ERR753368_chr5
71504711	3	ERR753368_chr5
71510630	3	ERR753368_chr5
71510822	3	ERR753368_chr5
71510884	3	ERR753368_chr5
71511131	3	ERR753368_chr5
71539006	5	ERR753368_chr5
71544406	4	ERR753368_chr5
71626789	26	ERR753368_chr5
71632029	30	ERR753368_chr5
71632256	37	ERR753368_chr5
71636175	35	ERR753368_chr5
71649248	37	ERR753368_chr5
71656679	35	ERR753368_chr5
71850930	1	ERR753368_chr5
71851055	1	ERR753368_chr5
71851062	1	ERR753368_chr5
72195135	5	ERR753368_chr5
72228336	25	ERR753368_chr5
72447197	2	ERR753368_chr5
72460275	3	ERR753368_chr5
73052445	3	ERR753368_chr5
73123790	3	ERR753368_chr5
73504583	15	ERR753368_chr5
73576941	5	ERR753368_chr5
73578976	5	ERR753368_chr5
73579082	5	ERR753368_chr5
73776529	6	ERR753368_chr5
73780632	8	ERR753368_chr5
73794264	7	ERR753368_chr5
73794436	7	ERR753368_chr5
73795301	6	ERR753368_chr5
73795403	6	ERR753368_chr5
73846471	7	ERR753368_chr5
73849020	7	ERR753368_chr5
73852656	8	ERR753368_chr5
73864905	7	ERR753368_chr5
73864950	7	ERR753368_chr5
73868006	7	ERR753368_chr5
73893320	10	ERR753368_chr5
73901360	9	ERR753368_chr5
73901375	9	ERR753368_chr5
73911547	8	ERR753368_chr5
74043289	2	ERR753368_chr5
74635421	9	ERR753368_chr5
74685445	5	ERR753368_chr5
74689390	5	ERR753368_chr5
74738420	8	ERR753368_chr5
74767329	13	ERR753368_chr5
74767425	13	ERR753368_chr5
74767443	13	ERR753368_chr5
74774038	10	ERR753368_chr5
74838917	7	ERR753368_chr5
74930206	3	ERR753368_chr5
74930317	3	ERR753368_chr5
75028723	4	ERR753368_chr5
75029077	3	ERR753368_chr5
75146585	5	ERR753368_chr5
75147095	5	ERR753368_chr5
75147139	5	ERR753368_chr5
75147307	4	ERR753368_chr5
75385948	24	ERR753368_chr5
75389695	24	ERR753368_chr5
75581441	14	ERR753368_chr5
75692544	8	ERR753368_chr5
76132110	2	ERR753368_chr5
76511239	3	ERR753368_chr5
76588909	3	ERR753368_chr5
76592963	4	ERR753368_chr5
76611240	14	ERR753368_chr5
76627316	15	ERR753368_chr5
76627460	14	ERR753368_chr5
76627469	14	ERR753368_chr5
76627482	14	ERR753368_chr5
76627568	14	ERR753368_chr5
76628647	12	ERR753368_chr5
76632113	12	ERR753368_chr5
76637044	10	ERR753368_chr5
76637140	10	ERR753368_chr5
76637272	10	ERR753368_chr5
76641119	9	ERR753368_chr5
76652649	8	ERR753368_chr5
76652825	8	ERR753368_chr5
76652860	8	ERR753368_chr5
76654882	8	ERR753368_chr5
76655172	8	ERR753368_chr5
76658712	8	ERR753368_chr5
76665040	9	ERR753368_chr5
76832696	3	ERR753368_chr5
76833228	3	ERR753368_chr5
76875427	4	ERR753368_chr5
77063199	1	ERR753368_chr5
77407549	6	ERR753368_chr5
77630753	1	ERR753368_chr5
77785784	3	ERR753368_chr5
77785843	2	ERR753368_chr5
78129204	20	ERR753368_chr5
78839453	2	ERR753368_chr5
79044434	5	ERR753368_chr5
79044463	5	ERR753368_chr5
79055813	7	ERR753368_chr5
79277967	1	ERR753368_chr5
79291091	1	ERR753368_chr5
79300221	2	ERR753368_chr5
79732649	2	ERR753368_chr5
79732903	2	ERR753368_chr5
79733771	3	ERR753368_chr5
79733940	3	ERR753368_chr5
79734222	3	ERR753368_chr5
79789126	3	ERR753368_chr5
79876313	1	ERR753368_chr5
79990745	7	ERR753368_chr5
80072193	6	ERR753368_chr5
80147346	5	ERR753368_chr5
80300123	1	ERR753368_chr5
80300202	1	ERR753368_chr5
80300356	1	ERR753368_chr5
80320264	3	ERR753368_chr5
80321117	2	ERR753368_chr5
80437260	8	ERR753368_chr5
80438478	10	ERR753368_chr5
80438590	10	ERR753368_chr5
80440039	11	ERR753368_chr5
80443866	10	ERR753368_chr5
80477209	9	ERR753368_chr5
80519839	3	ERR753368_chr5
80559553	2	ERR753368_chr5
80656571	12	ERR753368_chr5
80656607	12	ERR753368_chr5
80672439	6	ERR753368_chr5
80672452	6	ERR753368_chr5
80672677	5	ERR753368_chr5
80873118	5	ERR753368_chr5
81335823	3	ERR753368_chr5
81440625	12	ERR753368_chr5
82253397	6	ERR753368_chr5
82253421	6	ERR753368_chr5
82253461	6	ERR753368_chr5
82276365	13	ERR753368_chr5
83490375	7	ERR753368_chr5
83493828	7	ERR753368_chr5
83537326	11	ERR753368_chr5
83537550	11	ERR753368_chr5
83538811	12	ERR753368_chr5
83539726	12	ERR753368_chr5
83539905	11	ERR753368_chr5
83541812	11	ERR753368_chr5
83579981	8	ERR753368_chr5
84180376	3	ERR753368_chr5
87269178	6	ERR753368_chr5
88203032	12	ERR753368_chr5
90473911	10	ERR753368_chr5
90520482	4	ERR753368_chr5
90520566	4	ERR753368_chr5
90525167	5	ERR753368_chr5
90529393	8	ERR753368_chr5
90642770	5	ERR753368_chr5
90811291	7	ERR753368_chr5
90823507	6	ERR753368_chr5
91153214	14	ERR753368_chr5
93600499	3	ERR753368_chr5
94386345	4	ERR753368_chr5
94396280	3	ERR753368_chr5
94707648	9	ERR753368_chr5
94714742	8	ERR753368_chr5
94714782	8	ERR753368_chr5
95318483	1	ERR753368_chr5
95392927	8	ERR753368_chr5
95406133	7	ERR753368_chr5
95682678	7	ERR753368_chr5
95748427	6	ERR753368_chr5
95755490	5	ERR753368_chr5
95755497	5	ERR753368_chr5
95816609	8	ERR753368_chr5
96397282	4	ERR753368_chr5
96397408	4	ERR753368_chr5
96726863	38	ERR753368_chr5
96726913	38	ERR753368_chr5
96730872	38	ERR753368_chr5
96730948	38	ERR753368_chr5
96742605	44	ERR753368_chr5
96743698	45	ERR753368_chr5
96766240	37	ERR753368_chr5
96771498	39	ERR753368_chr5
96781596	9	ERR753368_chr5
96785820	8	ERR753368_chr5
96788627	7	ERR753368_chr5
96788744	7	ERR753368_chr5
96790494	8	ERR753368_chr5
96792130	5	ERR753368_chr5
96792202	4	ERR753368_chr5
96793809	5	ERR753368_chr5
96803363	8	ERR753368_chr5
96803547	8	ERR753368_chr5
96895296	18	ERR753368_chr5
96900192	18	ERR753368_chr5
96909639	16	ERR753368_chr5
96913411	16	ERR753368_chr5
96986715	2	ERR753368_chr5
97028359	2	ERR753368_chr5
97167819	6	ERR753368_chr5
97177767	7	ERR753368_chr5
97183088	8	ERR753368_chr5
97183390	9	ERR753368_chr5
100379495	1	ERR753368_chr5
102257105	1	ERR753368_chr5
102291323	1	ERR753368_chr5
103028154	19	ERR753368_chr5
103028839	19	ERR753368_chr5
103555994	4	ERR753368_chr5
104643268	7	ERR753368_chr5
105099675	3	ERR753368_chr5
108348623	3	ERR753368_chr5
108798266	5	ERR753368_chr5
109180928	7	ERR753368_chr5
109356037	2	ERR753368_chr5
109378269	4	ERR753368_chr5
109378281	4	ERR753368_chr5
109378597	5	ERR753368_chr5
109383450	4	ERR753368_chr5
109691856	3	ERR753368_chr5
109774836	1	ERR753368_chr5
109774890	1	ERR753368_chr5
109845981	1	ERR753368_chr5
110948671	1	ERR753368_chr5
111376793	9	ERR753368_chr5
111394859	11	ERR753368_chr5
111449124	7	ERR753368_chr5
111677998	4	ERR753368_chr5
111678161	4	ERR753368_chr5
112168782	7	ERR753368_chr5
112184043	4	ERR753368_chr5
112840073	7	ERR753368_chr5
112840628	7	ERR753368_chr5
112840862	7	ERR753368_chr5
112841059	7	ERR753368_chr5
112841474	7	ERR753368_chr5
112892102	12	ERR753368_chr5
112892242	12	ERR753368_chr5
112902342	8	ERR753368_chr5
113013373	4	ERR753368_chr5
113049105	5	ERR753368_chr5
113143307	6	ERR753368_chr5
113433833	4	ERR753368_chr5
115126658	3	ERR753368_chr5
115126892	3	ERR753368_chr5
115962778	4	ERR753368_chr5
115962821	4	ERR753368_chr5
115984518	2	ERR753368_chr5
116000518	5	ERR753368_chr5
116001165	5	ERR753368_chr5
116005914	5	ERR753368_chr5
116005941	5	ERR753368_chr5
116015453	7	ERR753368_chr5
116015801	7	ERR753368_chr5
116091049	6	ERR753368_chr5
116092637	5	ERR753368_chr5
116092742	5	ERR753368_chr5
116134076	5	ERR753368_chr5
116475524	11	ERR753368_chr5
116491660	12	ERR753368_chr5
116491711	12	ERR753368_chr5
116496177	11	ERR753368_chr5
116496360	10	ERR753368_chr5
116504832	7	ERR753368_chr5
118603027	2	ERR753368_chr5
119149109	3	ERR753368_chr5
